;Unnamed: 0;loc_for_geocoding;Street;Numbers;Toponyms;full_street_name;location_options;addr_to_geocode;only_full_street_name;Location;geometry;date;text;label_cat;loc_dist;source;source_cf;index_right;NAME
109238;109238;Рябовское ш;рябовское;;;Рябовское шоссе  Санкт-Петербург Россия;['Рябовское шоссе  Санкт-Петербург Россия'];Рябовское шоссе  Санкт-Петербург Россия;Рябовское шоссе;Рябовское шоссе, Ржевка, округ Ржевка, Санкт-Петербург, Северо-Западный федеральный округ, 195043, Россия;POINT (30.5012133 59.9663369);2022-06-17;После покоса выросло много борщевика. Люди,идущие с трамвая получают ожоги. Видео от 17.06.2022;Благоустройство;Красногвардейский;ПОС;1;102.0;Ржевка
109257;109257;Большая Подьяческая ул 14;большая;14;улица;Большая улица 14 Санкт-Петербург Россия;['Большая улица 14 Санкт-Петербург Россия'];Большая улица 14 Санкт-Петербург Россия;Большая улица;14, Большая улица, Тярлево, Санкт-Петербург, Северо-Западный федеральный округ, 196625, Россия;POINT (30.444402821312178 59.70191325);2022-06-17;Санкт-Петербург, Адмиралтейский район, ул. Большая Подьяческая дом 14. В подвале дома постоянно находится вода и зимой и летом. Эта ситуация приводит к разрушению дома постройки 1908 года.;ЖКХ;Адмиралтейский;ПОС;1;97.0;Тярлево
109258;109258;Варваринская ул;варваринская;;улица;Варваринская улица  Санкт-Петербург Россия;['Варваринская улица  Санкт-Петербург Россия'];Варваринская улица  Санкт-Петербург Россия;Варваринская улица;Варваринская улица, Озерки, округ Шувалово-Озерки, Санкт-Петербург, Северо-Западный федеральный округ, 194356, Россия;POINT (30.31041353198285 60.04805729943878);2022-06-17;Соединение кабеля - скрутка, в двух местах.;Энергетика;Выборгский;ПОС;1;59.0;Шувалово-Озерки
109262;109262;Марата ул 50;марата;50;улица;улица Марата 50 Санкт-Петербург Россия;['улица Марата 50 Санкт-Петербург Россия'];улица Марата 50 Санкт-Петербург Россия;улица Марата;50, улица Марата, Владимирский округ, Санкт-Петербург, Северо-Западный федеральный округ, 191119, Россия;POINT (30.351103844500557 59.923650249999994);2022-06-17;Глубокие провалы в асфальтовом покрытии создают угрозу безопасности жителей;Дороги;Центральный;ПОС;1;75.0;Владимирский
109268;109268;Вишерская ул;вишерская;;улица;Вишерская улица  Санкт-Петербург Россия;['Вишерская улица  Санкт-Петербург Россия'];Вишерская улица  Санкт-Петербург Россия;Вишерская улица;Вишерская улица, Шушары, Санкт-Петербург, Северо-Западный федеральный округ, 196624, Россия;POINT (30.373879339947063 59.80627555943921);2022-06-17;Брошенный батут.;Благоустройство;Пушкинский;ПОС;1;23.0;Шушары
109285;109285;Ботаническая ул 18;ботаническая;18;улица;Ботаническая улица 18 Санкт-Петербург Россия;['Ботаническая улица 18 Санкт-Петербург Россия'];Ботаническая улица 18 Санкт-Петербург Россия;Ботаническая улица;Хлебная усадьба, 18, Ботаническая улица, 23-й квартал, Старый Петергоф, Петергоф, Санкт-Петербург, Северо-Западный федеральный округ, 198504, Россия;POINT (29.8544381 59.8699479);2022-06-17;Требуется покраска стен грузового лифта;ЖКХ;Петродворцовый;ПОС;1;6.0;Петергоф
109288;109288;Ботаническая ул 18;ботаническая;18;улица;Ботаническая улица 18 Санкт-Петербург Россия;['Ботаническая улица 18 Санкт-Петербург Россия'];Ботаническая улица 18 Санкт-Петербург Россия;Ботаническая улица;Хлебная усадьба, 18, Ботаническая улица, 23-й квартал, Старый Петергоф, Петергоф, Санкт-Петербург, Северо-Западный федеральный округ, 198504, Россия;POINT (29.8544381 59.8699479);2022-06-17;Частые протечки во входной группе. Возможно негерметичен трубопровод водоотведения. Прошу провести обследование и исключить возможность протечек в будущем. Требуется исправление отделки.;ЖКХ;Петродворцовый;ПОС;1;6.0;Петергоф
109292;109292;Шушары Школьная ул;школьная;;улица;Школьная улица  Санкт-Петербург Россия;['Школьная улица  Санкт-Петербург Россия'];Школьная улица  Санкт-Петербург Россия;Школьная улица;Школьная улица, Новая Деревня, округ Ланское, Санкт-Петербург, Северо-Западный федеральный округ, 197348, Россия;POINT (30.29228992429409 59.988424577190806);2022-06-17;После строительства дома остались столбы в странном состоянии, когда дом строился казалось, что это временно, но дом сдан, а столб вот в таком состоянии, провода выглядят как «временные». Прошу разобраться.;Энергетика;Пушкинский;ПОС;1;56.0;Чёрная речка
109303;109303;Народная ул 40;народная;40;улица;Народная улица 40 Санкт-Петербург Россия;['Народная улица 40 Санкт-Петербург Россия'];Народная улица 40 Санкт-Петербург Россия;Народная улица;40, Народная улица, Малая Рыбацкая, Народный округ, Санкт-Петербург, Северо-Западный федеральный округ, 193315, Россия;POINT (30.47125487454027 59.88259635);2022-06-17;Народная 40, 1 подъезд Огромные потёки воды на стене, лужи на лестничной клетке;ЖКХ;Невский;ПОС;1;101.0;Народный
109308;109308;Светлановский пр-т 38к2;светлановский;;;Светлановский проспект  Санкт-Петербург Россия;['Светлановский проспект  Санкт-Петербург Россия'];Светлановский проспект  Санкт-Петербург Россия;Светлановский проспект;Светлановский проспект, Лесной, округ Светлановское, Санкт-Петербург, Северо-Западный федеральный округ, 194156, Россия;POINT (30.336135 60.0065297);2022-06-17;На поле лицея №150 сорваны баскетбольные кольца;Строительство;Калининский;ПОС;1;66.0;Светлановское
109312;109312;2-й Предпортовый пр-д;предпортовый;;;Предпортовый переулок  Санкт-Петербург Россия;['Предпортовый переулок  Санкт-Петербург Россия'];Предпортовый переулок  Санкт-Петербург Россия;Предпортовый переулок;Предпортовый переулок, СНТ «Победа», Торики, округ Горелово, Санкт-Петербург, Северо-Западный федеральный округ, 198323, Россия;POINT (30.111347549999998 59.7868304);2022-06-17;На всем протяжении дома паркуются машины хотя там установлен знак остановка запрещена одной стороны и в другой;Транспорт;Московский;ПОС;1;18.0;Горелово
109319;109319;Школьная ул;школьная;;улица;Школьная улица  Санкт-Петербург Россия;['Школьная улица  Санкт-Петербург Россия'];Школьная улица  Санкт-Петербург Россия;Школьная улица;Школьная улица, Новая Деревня, округ Ланское, Санкт-Петербург, Северо-Западный федеральный округ, 197348, Россия;POINT (30.29228992429409 59.988424577190806);2022-06-17;Необходимо спилить мёртвое дерево, которое угрожает упасть на тротуар При распиле просьба соблюдать аккуратность, чтобы не повредить ограждение, как было в предыдущий раз в нашем дворе;Благоустройство;Приморский;ПОС;1;56.0;Чёрная речка
109381;109381;Кропоткина ул;кропоткина;;улица;улица Кропоткина  Санкт-Петербург Россия;['улица Кропоткина  Санкт-Петербург Россия'];улица Кропоткина  Санкт-Петербург Россия;улица Кропоткина;улица Кропоткина, Петроградская сторона, округ Кронверкское, Санкт-Петербург, Северо-Западный федеральный округ, 197136, Россия;POINT (30.308592058343848 59.95874465079222);2022-06-17;20 мая уже поступал запрос на решение проблемы отсутствия песка в Детской песочнице. Проблема так и не решена. Песка стало настолько мало-что это не безопасно для маленьких детей. Торчат детали конструкции, которые должны быть скрыты песком. Могут быть разные травмы из-за этого;Благоустройство;Петроградский;ПОС;1;12.0;Кронверкское
109384;109384;Жукова ул;жукова;;улица;улица Жукова  Санкт-Петербург Россия;['улица Жукова  Санкт-Петербург Россия'];улица Жукова  Санкт-Петербург Россия;улица Жукова;улица Жукова, Выборгская сторона, Финляндский округ, Санкт-Петербург, Северо-Западный федеральный округ, 195009, Россия;POINT (30.3699207 59.9713197);2022-06-17;Добрый день. Я проживаю по ул. Жукова д. 1 стр. 1. На ул. Жукова есть не регулируемый пешеходный переход. Управляющая компания писала очень много заявок в администрацию с просьбой установки светофора через этот переход, но к сожалению уже несколько лет эти просьбы игнорируются и не исполняются. Дома заселены, много семей с детьми, которые ходят гулять в парк бизнес центра напротив. В домах несколько детских садов. Переход очень опасный. Сегодня на этом переходе сбили человека. Сколько же должно произойти несчастных случаев, чтобы наконец то администрация отреагировала на просьбы об установки светофора. Огромная просьба помочь в разрешении этой проблемы! С уважением Александр.;Транспорт;Калининский;ПОС;1;80.0;Финляндский
109387;109387;Наставников пр-т 29к1;наставников;;;проспект Наставников  Санкт-Петербург Россия;['проспект Наставников  Санкт-Петербург Россия'];проспект Наставников  Санкт-Петербург Россия;проспект Наставников;проспект Наставников, округ Пороховые, Санкт-Петербург, Северо-Западный федеральный округ, 195298, Россия;POINT (30.489141434253114 59.94019707410056);2022-06-17;По адресу г.Санкт-Петербург, пр.Наставников 29/1 парадная 2, 9 этаж ведётся постоянное захламление общего имущества (коридора), что нарушает сразу несколько требований: постановление правительства РФ от 25.04.2012 номер 390 , правила содержания общего имущества в МКД , утверждённые постановлением Правительства РФ от 13.08.2006 номер 491 и т.д. соседи на просьбы освободить коридор не реагируют. Управляющая компания при обращении- бездействует. Прошу произвести проверку.;ЖКХ;Красногвардейский;ПОС;1;103.0;Пороховые
109397;109397;Морская ул;морская;;улица;Морская улица  Санкт-Петербург Россия;['Морская улица  Санкт-Петербург Россия'];Морская улица  Санкт-Петербург Россия;Морская улица;Морская улица, Лахта, округ Лахта-Ольгино, Санкт-Петербург, Северо-Западный федеральный округ, 197229, Россия;POINT (30.159697760906766 59.98951503227925);2022-06-17;"Ненадлежащее состояние скамьи на остановке: - повреждены крайние рейки; - незаконные надписи. Просьба провести работы по замене реек и окраске скамьи. Координаты 59.910496, 29.797125. К ответу приложите фото после работ.";Дороги;Петродворцовый;ПОС;1;21.0;Лахта-Ольгино
109402;109402;Среднерогатская ул 13;среднерогатская;13;улица;Среднерогатская улица 13 Санкт-Петербург Россия;['Среднерогатская улица 13 Санкт-Петербург Россия'];Среднерогатская улица 13 Санкт-Петербург Россия;Среднерогатская улица;13 к1, Среднерогатская улица, Ленинградская сторона, округ Звёздное, Санкт-Петербург, Северо-Западный федеральный округ, 196158, Россия;POINT (30.331515396568975 59.8212264);2022-06-17;Нет возможности записаться на сдачу крови назначенную эндокринологом. Запись как говорят в регистратуре в 17-00, оператор отвечает в 17-02, запись уже не окончена, свободных мест нет. и так каждый день на протяжении 3 дней. Не в центре, не по телефону адекватной возможности записи нет;Здравоохранение;Московский;ПОС;1;71.0;Звёздное
109405;109405;Павловское ш;павловское;;;Павловское шоссе  Санкт-Петербург Россия;['Павловское шоссе  Санкт-Петербург Россия'];Павловское шоссе  Санкт-Петербург Россия;Павловское шоссе;Павловское шоссе, Павловск-2, Пушкин, Санкт-Петербург, Северо-Западный федеральный округ, 196602, Россия;POINT (30.41927317251328 59.70374327119107);2022-06-17;После взятия проб асфальта керны не были заделаны. Асфальт разрушается, начинает образовываться яма. Полоса движения по направлению в Павловск, Павловское шоссе перед ул.Кедринской.;Дороги;Пушкинский;ПОС;1;45.0;Пушкин
109410;109410;Косыгина пр-т 30к2;косыгина;;;проспект Косыгина  Санкт-Петербург Россия;['проспект Косыгина  Санкт-Петербург Россия'];проспект Косыгина  Санкт-Петербург Россия;проспект Косыгина;проспект Косыгина, округ Пороховые, Санкт-Петербург, Северо-Западный федеральный округ, 195298, Россия;POINT (30.4951794 59.9452261);2022-06-17;"С целью проведения внеочередного собрания Членов ЖСК -1122,зарегистрированного по адресу :Спб.Косыгина дом 30 корпус 2,опираясь на ст.59-ФЗ от 02.05.2006""О порядке рассмотрения обращений граждан Российской Федерации""ст.45.3.1.ЖК РФ ,действующему Председателю ЖСК-1122 ,Лебедеву И В.,был направлен письменный коллективный запрос от 06.06.2022 ,на предоставление Списков Членов ЖСК -1122(копия прилагается ).Ответ не получен до настоящего времени .В связи с вышесказанным просим:Оказать содействие в получении списков Членов ЖСК-1122 и Собственников ЖСК-1122,для реализации нашего законного права на проведение внеочередного собрания Членов ЖСК-1122.";ЖКХ;Красногвардейский;ПОС;1;103.0;Пороховые
109413;109413;Парголово Железнодорожная ул 11к2;железнодорожная;;улица;Железнодорожная улица  Санкт-Петербург Россия;['Железнодорожная улица  Санкт-Петербург Россия'];Железнодорожная улица  Санкт-Петербург Россия;Железнодорожная улица;Железнодорожная улица, Пушкин, Санкт-Петербург, Северо-Западный федеральный округ, Россия;POINT (30.424477837122 59.73012955);2022-06-17;Шум вытяжки на предприятии отражается на жилые дома.;ЖКХ;Выборгский;ПОС;1;45.0;Пушкин
109414;109414;Светлановский пр-т 99к1;светлановский;;;Светлановский проспект  Санкт-Петербург Россия;['Светлановский проспект  Санкт-Петербург Россия'];Светлановский проспект  Санкт-Петербург Россия;Светлановский проспект;Светлановский проспект, Лесной, округ Светлановское, Санкт-Петербург, Северо-Западный федеральный округ, 194156, Россия;POINT (30.336135 60.0065297);2022-06-17;Вандализм, граффити;Благоустройство;Калининский;ПОС;1;66.0;Светлановское
109415;109415;Верности ул 46к2;верности;;улица;улица Верности  Санкт-Петербург Россия;['улица Верности  Санкт-Петербург Россия'];улица Верности  Санкт-Петербург Россия;улица Верности;улица Верности, Пискарёвка, округ Пискарёвка, Санкт-Петербург, Северо-Западный федеральный округ, 195273, Россия;POINT (30.4348158 59.9979628);2022-06-17;Выполнены некачественные работы по покраске, прям на краску налепили бумаги Окрашено, вследствие чего испортили работу и бессмысленно потратили деньги жильцов. Прошу принять меры и переделать работы. Все скамейки как на фото. Люди не в свинарнике живут.;Благоустройство;Калининский;ПОС;1;81.0;Пискарёвка
109419;109419;Брянцева ул 8;брянцева;8;улица;улица Брянцева 8 Санкт-Петербург Россия;['улица Брянцева 8 Санкт-Петербург Россия'];улица Брянцева 8 Санкт-Петербург Россия;улица Брянцева;8, улица Брянцева, округ Прометей, Санкт-Петербург, Северо-Западный федеральный округ, 195269, Россия;POINT (30.39993614421642 60.0354708);2022-06-17;Вандализм, продажа наркотиков. Надписи на стене дома всей протяженности.;ЖКХ;Калининский;ПОС;1;79.0;Прометей
109420;109420;Бухарестская ул;бухарестская;;улица;Бухарестская улица  Санкт-Петербург Россия;['Бухарестская улица  Санкт-Петербург Россия'];Бухарестская улица  Санкт-Петербург Россия;Бухарестская улица;Бухарестская улица, Купчино, Георгиевский округ, Санкт-Петербург, Северо-Западный федеральный округ, 192288, Россия;POINT (30.408755192305343 59.84263389223013);2022-06-17;Чтобы Вы, уважаемая администрация сама на собственных автомобилях проехали по дорогам без сопровождения. Комментарии к фотографии лишние.;Транспорт;Фрунзенский;ПОС;1;54.0;Георгиевский
109443;109443;Кирочная ул 12;кирочная;12;улица;Кирочная улица 12 Санкт-Петербург Россия;['Кирочная улица 12 Санкт-Петербург Россия'];Кирочная улица 12 Санкт-Петербург Россия;Кирочная улица;12, Кирочная улица, Литейный округ, Санкт-Петербург, Северо-Западный федеральный округ, 191028, Россия;POINT (30.353706381576576 59.944388950000004);2022-06-17;Неудовлетворительное состояние дорожного покрытия двора (провал), несущее угрозу жизни, здоровью и имуществу пешеходов. Отсутствует ограждение аварийного участка;Дороги;Центральный;ПОС;1;77.0;Литейный
109457;109457;Новаторов б-р 78;новаторов;78;;бульвар Новаторов 78 Санкт-Петербург Россия;['бульвар Новаторов 78 Санкт-Петербург Россия'];бульвар Новаторов 78 Санкт-Петербург Россия;бульвар Новаторов;78, бульвар Новаторов, округ Княжево, Санкт-Петербург, Северо-Западный федеральный округ, 198215, Россия;POINT (30.26438656694858 59.8419021);2022-06-17;Уберите мусор, скошенную траву Вокруг дома дорожек, асфальта, газона;Отходы;Кировский;ПОС;1;51.0;Княжево
109463;109463;Кирочная ул 8б;кирочная;8б;улица;Кирочная улица 8б Санкт-Петербург Россия;['Кирочная улица 8б Санкт-Петербург Россия'];Кирочная улица 8б Санкт-Петербург Россия;Кирочная улица;Кирочная улица, Пески, округ Смольнинское, Санкт-Петербург, Северо-Западный федеральный округ, 191311, Россия;POINT (30.385660630007568 59.94021259468817);2022-06-17;Несанкционированная свалка мусора;Отходы;Центральный;ПОС;1;29.0;Смольнинское
109464;109464;Авиационная ул 40а;авиационная;40а;улица;Авиационная улица 40а Санкт-Петербург Россия;['Авиационная улица 40а Санкт-Петербург Россия'];Авиационная улица 40а Санкт-Петербург Россия;Авиационная улица;Авиационная улица, округ Звёздное, Санкт-Петербург, Северо-Западный федеральный округ, 196135, Россия;POINT (30.333529499108746 59.85504401796875);2022-06-17;В непосредственной близости, в нарушение санитарных норм (СанПин 42-128-4690-88), напротив дома №40 по ул.Авиационная, подъезд №2 расположен открытый контейнер для сбора мусора ТКО. Такое близкое расположение такого типа контейнера приводит к распространению в жилые помещения нестерпимого запаха, насекомых и крыс. Кроме того, к этой контейнерной площадке примыкает детская площадка, что создает угрозу здоровья детей. Требую в кратчайшие сроки устранить нарушения санитарных норм и организовать сбор мусора таким образом, чтобы это не наносило вред здоровью жильцов близлежайших квартир и посетителям детской площадки, например, путем установки заглубленных с герметичной крышкой контейнеров или переноса контейнерной площадки на расстояние, согласно санитарным нормам.;Отходы;Московский;ПОС;1;71.0;Звёздное
109465;109465;Караваевская ул 2к1;караваевская;2к1;улица;Караваевская улица 2к1 Санкт-Петербург Россия;['Караваевская улица 2к1 Санкт-Петербург Россия'];Караваевская улица 2к1 Санкт-Петербург Россия;Караваевская улица;2 к1, Караваевская улица, Мурзинка, округ Рыбацкое, Санкт-Петербург, Северо-Западный федеральный округ, 192177, Россия;POINT (30.4885204480942 59.839358849999996);2022-06-17;Территорию так и не убирают. Даже после обращений. Нормативы по уборке не соблюдаются совершенно.;Благоустройство;Невский;ПОС;1;104.0;Рыбацкое
109470;109470;Кондратьевский пр-т;кондратьевский;;;Кондратьевский проспект  Санкт-Петербург Россия;['Кондратьевский проспект  Санкт-Петербург Россия'];Кондратьевский проспект  Санкт-Петербург Россия;Кондратьевский проспект;Кондратьевский проспект, Выборгская сторона, Финляндский округ, Санкт-Петербург, Северо-Западный федеральный округ, 195009, Россия;POINT (30.3761616 59.9599177);2022-06-17;Автобус, следующий по маршруту 105 систематически ходит не по расписанию, которое указано на остановках;Транспорт;Калининский;ПОС;1;80.0;Финляндский
109481;109481;Славы пр-т 7к1;славы;7к1;;проспект Славы 7к1 Санкт-Петербург Россия;['проспект Славы 7к1 Санкт-Петербург Россия'];проспект Славы 7к1 Санкт-Петербург Россия;проспект Славы;7 к1, проспект Славы, Купчино, Георгиевский округ, Санкт-Петербург, Северо-Западный федеральный округ, 192239, Россия;POINT (30.371297195265548 59.854019050000005);2022-06-17;По адресу проспект Славы, дом 7 корп.1 парадная 3 Уборка лестничных клеток не осуществляется. Не подметается уже 3 месяца и не делается влажная уборка.;ЖКХ;Фрунзенский;ПОС;1;54.0;Георгиевский
109483;109483;Бабушкина ул 8к2;бабушкина;8к2;улица;улица Бабушкина 8к2 Санкт-Петербург Россия;['улица Бабушкина 8к2 Санкт-Петербург Россия'];улица Бабушкина 8к2 Санкт-Петербург Россия;улица Бабушкина;"ТК ""Елизаровский"", 8 к2, улица Бабушкина, Смоленское, округ Невская застава, Санкт-Петербург, Северо-Западный федеральный округ, 192029, Россия";POINT (30.42287343673713 59.89701355);2022-06-17;Незаконная рекламная конструкция. Проблема по этому нарушению не решена - номер обращения 176102575;Благоустройство;Невский;ПОС;1;43.0;Невская застава
109488;109488;Тучков пер;тучков;;переулок;Тучков переулок  Санкт-Петербург Россия;['Тучков переулок  Санкт-Петербург Россия'];Тучков переулок  Санкт-Петербург Россия;Тучков переулок;Тучков переулок, округ № 7, Санкт-Петербург, Северо-Западный федеральный округ, 190004, Россия;POINT (30.289832960273507 59.94368282164163);2022-06-17;Обращаю внимание и прошу решить проблему необоснованной установки запрещающего знака «3.27 парковка запрещена по дням недели четверг и пятница (с 0:00 до 7:00)» по адресу Тучков переулок Васильевского острова. Знаки создают существенные неудобства жителям переулка. Необходимость знаков в зимний период, в целях уборки снега ночью, не вызывает сомнений, однако в остальное время сокращение стояночных мест приводит к необоснованным штрафам жителей района. Цель установки знака – освободить улицу ночью для уборки снега, в летний период- абсурдна. У жителей создается впечатление что задача которую ставят власти – собрать штрафы с владельцев авто. Прошу рассмотреть вопрос по существу и либо убрать знаки, либо добавить табличку «в зимнее время года» («декабрь - март»);Транспорт;Василеостровский;ПОС;1;53.0;№ 7
109490;109490;Кустодиева ул 10к2;кустодиева;;улица;улица Кустодиева  Санкт-Петербург Россия;['улица Кустодиева  Санкт-Петербург Россия'];улица Кустодиева  Санкт-Петербург Россия;улица Кустодиева;улица Кустодиева, округ № 15, Санкт-Петербург, Северо-Западный федеральный округ, 194291, Россия;POINT (30.358769927995894 60.04450982569186);2022-06-17;Глубокая яма, во дворе около дома 10к2 по ул.Кустодиева;Дороги;Выборгский;ПОС;1;82.0;№ 15
109492;109492;Ткачей ул 4;ткачей;4;улица;улица Ткачей 4 Санкт-Петербург Россия;['улица Ткачей 4 Санкт-Петербург Россия'];улица Ткачей 4 Санкт-Петербург Россия;улица Ткачей;Дом специалистов, 4, улица Ткачей, Смоленское, округ Невская застава, Санкт-Петербург, Северо-Западный федеральный округ, 193029, Россия;POINT (30.43331814694926 59.89368075);2022-06-17;Требуется влажная уборка парадной 1 !!!;ЖКХ;Невский;ПОС;1;43.0;Невская застава
109516;109516;Тельмана ул 22к1Г1;тельмана;;улица;улица Тельмана  Санкт-Петербург Россия;['улица Тельмана  Санкт-Петербург Россия'];улица Тельмана  Санкт-Петербург Россия;улица Тельмана;улица Тельмана, Весёлый Посёлок, округ № 54, Санкт-Петербург, Северо-Западный федеральный округ, 192232, Россия;POINT (30.480290420264247 59.89300966029717);2022-06-17;"Открытый, замусоренный, глубокий и опасный колодец непонятного назначения, в который может упасть человек. Прошу обследовать, очистить от мусора с надлежащей утилизацией отходов, надёжно закрыть или ликвидировать, если колодец более не выполняет свою функцию. Колодец находится на холме к северо-западу от башни (ул. Тельмана, 22к1Г1), примерно в 30-50 метрах от башни. Для большей точности описания позиции прикладываю скриншоты с Яндекс-карт, сделанные при нахождении рядом с колодцем. Рядом находятся ещё 7 (семь) аналогичных колодцев. В соответствии с просьбой ГУП ""Водоканал СПБ"" в ответе на сообщение №176170518 от 08.06.2022, для корректной отработки сообщений составляю отдельное сообщение на каждый колодец.";Транспорт;Невский;ПОС;1;100.0;№ 54
109517;109517;Рябовское ш;рябовское;;;Рябовское шоссе  Санкт-Петербург Россия;['Рябовское шоссе  Санкт-Петербург Россия'];Рябовское шоссе  Санкт-Петербург Россия;Рябовское шоссе;Рябовское шоссе, Ржевка, округ Ржевка, Санкт-Петербург, Северо-Западный федеральный округ, 195043, Россия;POINT (30.5012133 59.9663369);2022-06-18;Когда в этом году уже появится дорожная разметка на Рябовском шоссе? Недобросовестные водители вместо трёх рядов организовывают четыре, чем существенно увеличивают пробку в сторону Всеволожска.;Транспорт;Красногвардейский;ПОС;1;102.0;Ржевка
109534;109534;Беговая ул;беговая;;улица;Беговая улица  Санкт-Петербург Россия;['Беговая улица  Санкт-Петербург Россия'];Беговая улица  Санкт-Петербург Россия;Беговая улица;Беговая улица, Северо-Приморская часть, округ № 65, Санкт-Петербург, Северо-Западный федеральный округ, 197374, Россия;POINT (30.20472272107769 59.98622662219268);2022-06-18;Выцвел дорожный знак.;Транспорт;Приморский;ПОС;1;36.0;№ 65
109537;109537;Космонавтов пр-т 29к6;космонавтов;;;проспект Космонавтов  Санкт-Петербург Россия;['проспект Космонавтов  Санкт-Петербург Россия'];проспект Космонавтов  Санкт-Петербург Россия;проспект Космонавтов;проспект Космонавтов, округ Гагаринское, Санкт-Петербург, Северо-Западный федеральный округ, 196244, Россия;POINT (30.346057826567453 59.86729434323079);2022-06-18;Реклама наркотиков. Прошу устранить.;ЖКХ;Московский;ПОС;1;78.0;Гагаринское
109547;109547;Рябовское ш;рябовское;;;Рябовское шоссе  Санкт-Петербург Россия;['Рябовское шоссе  Санкт-Петербург Россия'];Рябовское шоссе  Санкт-Петербург Россия;Рябовское шоссе;Рябовское шоссе, Ржевка, округ Ржевка, Санкт-Петербург, Северо-Западный федеральный округ, 195043, Россия;POINT (30.5012133 59.9663369);2022-06-18;Здравствуйте! Почему мы каждое лето стоим здесь в пробках. Когда это закончится?;Дороги;Красногвардейский;ПОС;1;102.0;Ржевка
109563;109563;Рентгена ул 23;рентгена;23;улица;улица Рентгена 23 Санкт-Петербург Россия;['улица Рентгена 23 Санкт-Петербург Россия'];улица Рентгена 23 Санкт-Петербург Россия;улица Рентгена;23, улица Рентгена, Петроградская сторона, Посадский округ, Санкт-Петербург, Северо-Западный федеральный округ, 197101, Россия;POINT (30.32871492833975 59.96558735);2022-06-18;Во дворе дома 23 по ул. Рентгена между 1-й и 2-й парадной провалился участок асфальтированной дороги. Яма больше колеса автомобиля.;Дороги;Петроградский;ПОС;1;68.0;Посадский
109564;109564;Вавиловых ул 7к1;вавиловых;7к1;улица;улица Вавиловых 7к1 Санкт-Петербург Россия;['улица Вавиловых 7к1 Санкт-Петербург Россия'];улица Вавиловых 7к1 Санкт-Петербург Россия;улица Вавиловых;7 к1, улица Вавиловых, Гражданка, округ Академическое, Санкт-Петербург, Северо-Западный федеральный округ, 195257, Россия;POINT (30.389678396405785 60.018732400000005);2022-06-18;Добрый день! Более 2 месяцев не ремонтируются ямы на дорогах внутри жилого квартала от въезда с ул. Вавиловых между д. 7 к1 и д 9 к 2. Далее по направлению к отделу полиции #6 и в сторону выезда на Гражданский проспект. Прилагаю карту, где красным отмечена дорога, на которой множество ям. И фото самих ям. Просьба принять меры и отремонтировать дорогу.;Дороги;Калининский;ПОС;1;85.0;Академическое
109568;109568;Будапештская ул 5к3;будапештская;5к3;улица;Будапештская улица 5к3 Санкт-Петербург Россия;['Будапештская улица 5к3 Санкт-Петербург Россия'];Будапештская улица 5к3 Санкт-Петербург Россия;Будапештская улица;5 к3, Будапештская улица, округ Купчино, Санкт-Петербург, Северо-Западный федеральный округ, 192242, Россия;POINT (30.36446525263805 59.8719851);2022-06-18;Много дней у подъезда 3 по адресу Будапештская д.5 корп.3 стоит мусорный контейнер, переполненный мусором, образовав несанкционированную помойку, вокруг которой бегают крысы даже днём.;Отходы;Фрунзенский;ПОС;1;9.0;Купчино
109572;109572;Рябовское ш;рябовское;;;Рябовское шоссе  Санкт-Петербург Россия;['Рябовское шоссе  Санкт-Петербург Россия'];Рябовское шоссе  Санкт-Петербург Россия;Рябовское шоссе;Рябовское шоссе, Ржевка, округ Ржевка, Санкт-Петербург, Северо-Западный федеральный округ, 195043, Россия;POINT (30.5012133 59.9663369);2022-06-18;На Рябовском шоссе Проходит как будто бы ремонт, асфальт сняли, движение ограничили, ремонт не делают. Из-за этого образуется большая пробка от 2 часов и более. Домой попасть просто невозможно;Дороги;Красногвардейский;ПОС;1;102.0;Ржевка
