;date;text;label_cat;loc_dist;loc_for_geocoding;source;source_cf
63052;2022-06-09;Графити с рекламой наркотиков;ЖКХ;Выборгский;Сиреневый б-р 4к2;ПОС;1
63053;2022-06-09;Просьба рассмотреть возможность размещения спортивного оборудования ( турники, брусья и т.п).;Благоустройство;Кировский;;ПОС;1
63054;2022-06-09;Улица 13 б пилотов 13 не убирают мусор на площадке листва песок под скамейками покрытие в грязи помыть необходимо московский р он авиагородок;Отходы;Московский;Пилотов ул 13;ПОС;1
63055;2022-06-09;Брошенный вдоль дороги автомобиль без ГНЗ. Прошу проверить на причастность к противоправным действиям.;Благоустройство;Красносельский;Генерала Кравченко ул 3к1;ПОС;1
63056;2022-06-09;До каких пор будет продолжаться безобразие с «плановым отключением» подачей горячей воды по адресу Народная, 68, к.1? Отключение произошло еще в мае, а где же включение? Превышен определённый вашим же законодательством срок в 10 дней! Не удивлюсь, если ответ на это обращение придёт через 2 недели, когда всё решится само собой без всяких чиновников.;Энергетика;Невский;Народная ул 68к1;ПОС;1
63057;2022-06-09;Открыта калитка к трансформаторной будке, рядом детская площадка.;Энергетика;Красносельский;Горелово Красная ул;ПОС;1
63058;2022-06-09;Пилотов 13 не косят траву авиагородок;Благоустройство;Московский;Пилотов ул 13;ПОС;1
63059;2022-06-09;Мусор на детской площадке, повреждено ограничение, выбито стекло.;Отходы;Красносельский;;ПОС;1
63060;2022-06-09;Пилотов 15 к 1 к 2 не косят траву по колено;Благоустройство;Московский;Пилотов ул 15к1;ПОС;1
63061;2022-06-09;Просьба обязать управляющую компанию, а именно домоуправа тщательно убрать парадную после косметического ремонта. Качественно вымыть полы после побелки;ЖКХ;Центральный;Разъезжая ул 42/34;ПОС;1
63062;2022-06-09;Пилотов 21 трава по колену скосить;Благоустройство;Московский;Пилотов ул 21;ПОС;1
63063;2022-06-09;После каждых выходных переполненные бабки с мусором. Их крайне редко вывозят, несвоевременно. Также от перенасыщения «отдыхающих туристов», остров переполнен пакетами с мусором… Просьба направить данную проблему в администрацию, дабы разрешить вопрос засорения острова!;Отходы;Кировский;;ПОС;1
63064;2022-06-09;Штурманская 28 пилотов 29 трава с рост человека! Скосисить немедленно;Благоустройство;Московский;Штурманская ул 28;ПОС;1
63065;2022-06-09;Штурманская 30 трава огромная не косят безобразие;Благоустройство;Московский;Штурманская ул 30;ПОС;1
63066;2022-06-09;Газон весь зарос, в соответствии с вашими бумагами пункт такой то графа така то, вы должны следить за газоном. Вот и следите;Благоустройство;Адмиралтейский;Псковская ул 7;ПОС;1
63067;2022-06-09;Здравствуйте!у меня сахарный диабет 1 типа,инсулинозависимый, стаж 22 года,нахожусь на инсулиновой помпотерапии,в поликлинике 88 Кировского района отказываются выписывать рецепт на льготное обеспечение расходными материалами к инсулиновой помпе акку чек комбо,ссылаясь на отсутствие вышеуказанного в аптеке,что нарушает мои права и ФЗ Об основах здоровья граждан,прошу разобраться в данной ситуации уполномоченными органами здравоохранения города Санкт Петербурга;Здравоохранение;Кировский;;ПОС;1
63068;2022-06-09;Постоянное (2-3 раза в месяц) отключение горячей воды дней на 10. г. Санкт-Петербург, Красногвардейский р-н, пр. Энтузиастов, 20 Задолбали уже. Нигде в в городе такого нет.;Энергетика;Красногвардейский;Энтузиастов пр-т 20к4;ПОС;1
63069;2022-06-09;Трава возле парадной не скошена. Уже больше метра высотой.;Благоустройство;Невский;Бабушкина ул 96;ПОС;1
63070;2022-06-09;Жкс 2 Кировского района - они не работают, они только деньги жрут и обсчитывают, невозможно дозвониться ни по одному номеру, а если они и соизволили взять трубку и это случай один на миллион, то проблему они не решают, ни одной проблемы не решили;ЖКХ;Кировский;Зои Космодемьянской ул 13;ПОС;1
63072;2022-06-09;Выезд от складов по адресу Московское шоссе 177 на само Московскон шоссе. Незаконная свалка на безхозном земельном участке с кадастровым номером 78:42:1511001:1197, или :41 Свалка пополняется новым хламом довольно регулярно.;Отходы;Пушкинский;Московское ш 177;ПОС;1
63073;2022-06-09;Уложить асфальтовое покрытие в арке на участке, где оно отсутствует.;Дороги;Центральный;Невский пр-т 135;ПОС;1
63074;2022-06-09;В парадной номер 2 во всех квартирах не работает полотенцесушитель. В следствии этого в квартирах сыро и плесень. Обслуживающая организация меры не предпринимает и утверждает,что полотенцесушитель должен быть отключён, тк отключено центральное отопление. Полотенцесушитель должен работать и в отопительный, и межотопительный периоды, и именно поэтому он подключается не к системе отопления, а к системе горячего водоснабжения. То есть, несмотря на то, что полотенцесушитель по своей сути является отопительным прибором и излучает тепло, потребляемое именно на обогрев помещения, полотенцесушитель не относится к системе отопления и технически входит в систему горячего водоснабжения. Данные доводы обслуживающая организация не принимает. Прошу устранить данную проблему.;ЖКХ;Невский;Бабушкина ул 101к1;ПОС;1
63075;2022-06-09;Фасад дома в жутком состоянии, ему давно необходим капитальный ремонт. Скоро будет отремонтирована поликлиника детская 44, она теперь красивая, а вид из неё на такой грустный дом. Пожалуйста, примите меры о включении ремонта данного дома в программу капитальноготремонта в ближайшее время. От его ремонта преобразится вся улица Мытнинская.;ЖКХ;Центральный;9-я Советская ул 39/24;ПОС;1
63076;2022-06-09;На фасаде дома осыпается архетектурный штукатурный/лакокрасочный слой. Просьба восстановить фасад в первоначальный вид. К ответу приложите фото после работ.;ЖКХ;Курортный;Белоостров Новое ш 6;ПОС;1
63077;2022-06-09;Требуется утилизация автомобильных шин, сложены на контейнерной площадке за контейнерами.;Отходы;Пушкинский;;ПОС;1
63078;2022-06-09;Мусор и грязь на контейнерной площадке;Отходы;Невский;;ПОС;1
63079;2022-06-09;Пилотов 15 к 1 к 2 не убирают улицы;Отходы;Московский;Пилотов ул 15;ПОС;1
63081;2022-06-09;Возле песочницы резиновое покрытие «вздыблено».;Благоустройство;Петродворцовый;;ПОС;1
63082;2022-06-09;Отсутствует люк канализации на газоне между тротуаром и проезжей частью со стороны автосалона Ключавто по улице Быковская между Ключавто и ТЦ Пулково 3;Энергетика;Московский;Шереметьевская ул 17;ПОС;1
63083;2022-06-09;Сломана скамейка. Не хватает двух реек. Прошу отремонтировать скамейку.;Благоустройство;Петродворцовый;;ПОС;1
63084;2022-06-09;При ремонте крыши мусор скидывается с крыши. Кидают все : дерево, металл, утеплитель. Адрес : улица Льва Толстого, дом 5. Крайне небезопасно, строители о скидывает мусора не предупреждают, на вопрос : можно ли пройти - кивают головой, говорят да-да и в это время с крыши летит очередная порция мусора. Пожалуйста, сделайте что-нибудь с этим, очень небезопасно ходить. Пока в меня прилетел только мелкий щебень.;ЖКХ;Петроградский;Льва Толстого ул 5Б;ПОС;1
63085;2022-06-09;Требуется засыпка ( восстановление) пешеходной дорожки.;Дороги;Пушкинский;;ПОС;1
63086;2022-06-09;Перегорели лампочки в подъезде дома с квартирами 1-10, с первого по пятый этаж;ЖКХ;Центральный;Перекупной пер 7Г;ПОС;1
63087;2022-06-09;На крыше лежит кусок трубы. Любой порыв ветра - и произойдёт страшное. Отрубит не дай Бог кому-нибудь что-нибудь..;ЖКХ;Выборгский;Лесной пр-т 77;ПОС;1
63088;2022-06-09;Возле колодцев продавливается асфальт. Где-то только выемка с трещиной. А где-то ребёнок уже может провалиться. Воткнули палку - но ночью может произойти беда. С машиной либо с велосипедистом. Срочно починить нужно;Энергетика;Выборгский;Лесной пр-т 77;ПОС;1
63089;2022-06-09;Добрый день! Проблема заключается в записи к врачу - эндокринологу Бойчук А. Необходмы рецепты для получения инсулина по 710 Региональной квоте. Месяц муж не может попасть. Месяц!!!! С 8 утра каждый день муж пробует через Гос.услуги, а я звоню через кулл центр. И даже оставляли заявку, но так никто и не связался. Терпение закончилась. Сегодня направляю жалобы во все инстанции. Телефон для связи 8 981 721 88 42 Валерий Николаевич Ромашко;Здравоохранение;Пушкинский;;ПОС;1
63090;2022-06-09;Либо сделайте забор, либо уберите! Не хватает 2 секций забора;Благоустройство;Центральный;Разъезжая ул 6;ПОС;1
63091;2022-06-09;Здравствуйте! Когда уже сделают нормальную дорого до ЖК All inclusive по адресу старорусский пр-т 13? Вроде проспект, а дороги нет.;ЖКХ;Пушкинский;Шушары Старорусский пр-т 13к1;ПОС;1
63093;2022-06-09;Куда делся трубочист? Раньше он висел и радовал нас, с подсветкой!;ЖКХ;Центральный;Большая Московская ул 7;ПОС;1
63094;2022-06-09;Клумба напротив первой парадной мешает парковочному месту . При парковке более длинного автомобиля уменьшается проезд, что может затруднить проезд спец. Транспорту . Так же об эту клумбу можно повредить автомобиль , так как приходится максимально близко к ней прижиматься, чтобы не уменьшить проезд.;ЖКХ;Кировский;Ленинский пр-т 79к1;ПОС;1
63095;2022-06-09;Волосович Елена Николаевна работаю рентгенолаборантом в Мариинской больнице ,на отделении Мрт в красной зоне В декабре 2021 перенесла (covid 19) Жалоба в связи с тем что ,мне не провели страховую выплату Фсс;Здравоохранение;Центральный;;ПОС;1
63096;2022-06-09;Моему сыну 15 лет нужно оформить справку 086 у, мы не можем ее оформить, так как нам не попасть к окулисту, все талоны разобраны до конца месяцы, а потом сказали, что у нее отпуск. Ребенок здоров, просто нужно поставить штамп. Неужели нельзя попасть никак к врачу на 2 минуты???;Здравоохранение;Калининский;;ПОС;1
63097;2022-06-09;Заменить ИЗО в виде аншлага на ИЗО в виде пилона нового стандарта;Транспорт;Василеостровский;Большой Васильевского острова пр-т;ПОС;1
63098;2022-06-09;Необходимо покрасить ограждение;Благоустройство;Красногвардейский;Шаумяна пр-т;ПОС;1
63147;2022-06-10;Ленинский проспект. Остановка после перекрёстка улицы Доблести в сторону метро Ленинский проспект. Перед въездом в карман, стерлась пунктирная линия для проезда через полосу выделенного транспорта. Прошу восстановить разметку.;Транспорт;Красносельский;Ленинский пр-т;ПОС;1
63148;2022-06-10;"Прошу запретить остановку и стоянку с помощью знака 3.27 с табличкой ""Работает эвакуатор"" на ул. Маршала Казакова от ул. Десантников до Брестского бульвара. Припаркованные автомобили (в основном брошенные с ближайших сервисов) мешали всю зиму и продолжают мешать проезду и сейчас я в том числе и заезду к сервисам шиномонтажу и гаражам. Также они мешают обзору при выезде от данных строений на ул. Маршала Казакова - нарушен треугольник видимости транспорт-транспорт. При этом запаркованные автомобили создают ""бутылочное горлышко"" при движении по ул. Маршала Казакова через ул. Десантников, чем создают заторы на перекрестке и за ним. Считаю что запрет остановки-стоянки с мониторингом и эвакуацией решат проблемы изложенные выше. Тем более, чуть далее за Брестским бульваром на ул. Маршала Казакова предусмотрен хороший, большой и безопасный карман.";Транспорт;Красносельский;Маршала Казакова ул;ПОС;1
63149;2022-06-10;Объявления на знаках;Транспорт;Невский;Дыбенко ул;ПОС;1
63150;2022-06-10;Объявления на знаках;Транспорт;Невский;Дыбенко ул;ПОС;1
63151;2022-06-10;Объявления на знаках;Транспорт;Невский;Дыбенко ул;ПОС;1
63153;2022-06-10;Как попасть на велодорожку на Софийской улице, когда никакого дальнейшего движения для велосипедистов под КАД по Софийской ул. не предусмотрено? Как безопасно велосипедам выезжать с города по Софийской ул. в зоне КАД на данную велодорожку? Вы бы хоть предусмотрели пешеходные какие-то проходы, а даже их здесь нет вообще.;Транспорт;Пушкинский;Шушары;ПОС;1
63154;2022-06-10;На маршруте автобус а 56 повторно списывается оплата при оплате банковской картой. Иногда случается что валидатор отклоняет оплату по карте, а через час списываются деньги за проезд. Получается двойная оплата.;Транспорт;Фрунзенский;Ярослава Гашека ул;ПОС;1
63155;2022-06-10;Ежедневная пробка на Советском пр. Необходимо установить светофор у Жк. Живи в рыбацком на Пешеходном переходе.;Транспорт;Невский;Советский пр-т;ПОС;1
63156;2022-06-10;Систематически не работает таймер светофора;Транспорт;Кировский;;ПОС;1
63162;2022-06-10;старая площадка. в ужасном состоянии. не пригодная для игр детей. небезопасна. есть достаточно места, чтобы поставить хорошую спортивную площадку и заменить детскую. В округе много детей,но почти никто туда не может приходить. она очень востребована . Так же и спортивная площадка необходима людям. На этих тренажёрах уже невозможно заниматься;Благоустройство;Московский;Костюшко ул;ПОС;1
63163;2022-06-10;Просим Вас выравнить дорожку к парадной и облагородить её. Парадная 7 . Костюшко 64;Благоустройство;Московский;Костюшко ул 64;ПОС;1
63164;2022-06-10;Просим Вас облагородить участок около парадной 7 по Костюшко 64 . Необходимо подстричь газон и убрать кусты для дальнейшей высадки нормальных кустов и цветов. По возможности выравнить землю.;Благоустройство;Московский;Костюшко ул 64;ПОС;1
63165;2022-06-10;Дорожка между домами в ужасном состоянии. Так же кто-то снял лежачего полицейского. А по этой дороге каждый день с утра и до утра гоняют машины, как по рассказам, тк здесь заезд к славянскому рынку, паспортному столу, к школе и тп. Просим вам заменить дорожное покрытие и обновить лежачие полицейские, чтобы их не смогли открутить. Небезопасно для детей и взрослых;Благоустройство;Московский;Костюшко ул 64;ПОС;1
63168;2022-06-10;Антисанитария, грязь, мусор;Благоустройство;Калининский;;ПОС;1
63169;2022-06-10;Аварийно опасный участок;Дороги;Калининский;Верхняя ул;ПОС;1
63170;2022-06-10;Аварийно опасный участок;Дороги;Калининский;Верхняя ул;ПОС;1
63173;2022-06-10;Добрый день. Несколько месяцев не могу записаться на прием к врачу Неврологу в ГБУЗ городская поликлиника № 25 Невского района. Терапевт отвечает, что номерки отсутствуют. Самстоятельной записи к специалистам нет. Листа ожидания нет (как меня уверяют). В сентябре месяце у меня была сложная операция на позвоночнике по удалению доброкачественной опухоли. Много последствий , но наблюдаться у врача не получается из-за отсутствия талонов. Помогите решить проблему. Что мне делать? Как я могу получить талон на прием к врачу Неврологу? Буду очень признательна.....;Здравоохранение;Невский;;ПОС;1
63174;2022-06-10;На качелях и скамейках постоянно собираются компании людей нарушающие закон о распитие спиртных напитков и курение в общественных местах, и делается это в присутствии малолетних детей. В летнее время невозможно открыть окно во двор, так шум от данных компаний мешает сну моих детей.;Благоустройство;Невский;;ПОС;1
63175;2022-06-10;Мусор разбросан по детской площадке;Отходы;Невский;Обуховской Обороны пр-т 35Б;ПОС;1
63179;2022-06-10;Колейность на Кронштадтской площади, подвеска пробивает кузов при переезде пр. Стачек;Дороги;Кировский;Кронштадтская пл;ПОС;1
63180;2022-06-10;Во дворах домов по адресу Комендантский проспект 66, корп.2, корп.3, корп. 4, корп.5, корп.6 и корп.7 ежедневно нарушаются нормы пожарной безопасности при полном попустительстве управляющей компании. Во дворах нет ограничителей парковки, нет знаков предупреждающих. Не вызывают эвакуаторы. Автомобили припаркованы к домам ближе, чем установлено СанПин, ширина пожарного проездов с учетом припаркованного автомобиля так же уже предусмотренных норм. Обращаю внимание, что в непосредственной близости к домам (соседние участки) расположены школа и детский сад. Проше провести выездную проверку и выдать управляющей компании предписание на устранение нарушений норм пожарной безопасности.;Благоустройство;Приморский;;ПОС;1
63181;2022-06-10;Требуется установить бордюры, чтобы машины не портили газон;Благоустройство;Приморский;Аэродромная ул;ПОС;1
63182;2022-06-10;Аварийные ямы. Требуется произвести работы по качественному ремонту асфальтового покрытия единой картой, соблюдая технологии. С коляской не пройти. Инвалидам затруднён проход. При мне упал мужчина с палочкой из-за ям.;Дороги;Приморский;Новоколомяжский пр-т 13;ПОС;1
63183;2022-06-10;в результате некачественного ремонта балкона квартиры соседей живущих этажом выше у меня началось обрушение стены фасада дома с выпадением обломков стены и поступление воды в жилое помещение .Ремонт производился ЖКС № 2 Приморского р-на .Несмотря на составленные акты 1)1750-2020 от 13.07.2020 2)2684 от 25.04 2022 3)2685 от 25.04.2022 4) личного заявления Гендиректору ЖКС №2 Приморского р-на вх.№1121 от 28.07.2021 никаких ремонтно-восстановительных работ не производилось.Личные обращения электронные письма остаются без ответа,застать кого либо из руководства в приемное время практически невозможно,причины-отпуск ,совещание,выезд на обьект и т. п. контактов по решению вопроса избегают.Площадь разрушения фасада дома,балконной плиты ,протечка воды в жилое помещение увеличивается,падающие обломки кирпичей представляют опасность для прохожих и личного автотрансрорта граждан.Принудить ЖКС № 2 к исполнению служебных обязанностей а так же наказать виновных;ЖКХ;Приморский;;ПОС;1
63187;2022-06-10;Тут вообще нет на тротуарах спуска для колясок!!!;Дороги;Пушкинский;Петербургское ш;ПОС;1
63188;2022-06-10;Добрый день! При покупке квартиры в данном жк, застройщик обещал закрытую территорию. На сайте также указано, что территория закрыта. По факту застройщик отказывается устанавливать шлагбаум или делать закрытую территорию.;Строительство;Пушкинский;;ПОС;1
63189;2022-06-10;Мусор лежит уже три дня;Отходы;Пушкинский;Медвежий пер 2/5;ПОС;1
63194;2022-06-10;Вокруг дома по улице Кравченко дом 3 корпус 1 строение 1 стоят засохщие елки. Одна из которых начала крениться в сторону проезжей части, что может привести к несчастному случаю, если будут проходить мимо неё прохожие , дети или мамочки с коляской. Кроме того, мы оплачиваем коммунальные платежи в том числе за благоустройству территории, но ук Цивилизация не принимает никаких мер, по безопасности, а также благоустройству зоны вокруг дома. Прошу принять меры, в том числе по возможности направления сотрудников соответствующих органов с последующим фиксированием данной проблемы. Заранее благодарю!;Благоустройство;Красносельский;;ПОС;1
63195;2022-06-10;Трава по пояс, куча Комаров и мошкары, невозможно даже мимо проходить, да и выглядит ужасно. Срочно нужно покосить;Благоустройство;Красносельский;;ПОС;1
63196;2022-06-10;Прошу произвести уборку урн и летучего мусора, с уважением!;Отходы;Красносельский;;ПОС;1
63197;2022-06-10;Благоустройство. Ранее подавал жалобу, в 2020-2021 годах, но ничего не сделано. Засохшие деревья, так и не убраны. У железнодорожного моста, в начале ул.Бухарестская и на углу ул. Прогонная, есть небольшой участок зелёных насаждений, на котором растут деревья. Большая часть, этих деревьев засохла. Прошу спилить засохшие деревья.;Благоустройство;Фрунзенский;Бухарестская ул;ПОС;1
63201;2022-06-10;Требуется восстановить просевшее асфальтовое покрытие, для оттока воды от дома в сторону колодца, т.к воды льется под дом и стена в квартире намокает. После жалобы в жкх (номер жалобы 176130438 был выполнен ремонт водосточной трубы. Далее сообщили что необходимо направить вопрос замены асфальтового покрытия в Муниципальный совет муниципального округа Коломна.;ЖКХ;Адмиралтейский;Английский пр-т 25;ПОС;1
63202;2022-06-10;Заброшенный автомобиль;Благоустройство;Адмиралтейский;;ПОС;1
63203;2022-06-10;Просьба установить мусорную урну у дома 4;Отходы;Адмиралтейский;Люблинский пер 4;ПОС;1
63204;2022-06-10;Жилкомсервис 1 Адмиралтейского района, ответственный за уборку по адресу Садовая 101 «а» (дом по Канонерской 22), не выполняет свою работу. Отметка об уборке лестницы ставится регулярно, по факту она не проводится. На втором этаже уже МЕСЯЦ лужа от пролитого курьером супа (не донёс до соседей) и лежат осколки бутылки, о которые можно пораниться. Фото лужи и бутылки прилагаю. Они с майских праздников.;ЖКХ;Адмиралтейский;Садовая ул 101;ПОС;1
63205;2022-06-10;Выключатель освещения в парадной 2 сломан. Просьба заменить или убрать!;ЖКХ;Адмиралтейский;Люблинский пер 4;ПОС;1
63206;2022-06-10;Борщевик на берегу реки Смоленки. Необходимо выкопать с корнем во избежание дальнейшего распространения;Благоустройство;Василеостровский;;ПОС;1
63207;2022-06-10;Борщевик на берегу Смоленки. Необходимо выкопать с корнем во избежание дальнейшего распространения;Благоустройство;Василеостровский;;ПОС;1
63208;2022-06-10;Борщевик на берегу Смоленки. Необходимо выкопать с корнем во избежание дальнейшего распространения;Благоустройство;Василеостровский;;ПОС;1
63209;2022-06-10;Борщевик на берегу Смоленки. Необходимо выкопать с корнем во избежание дальнейшего распространения;Благоустройство;Василеостровский;;ПОС;1
63210;2022-06-10;Борщевик на берегу Смоленки. Необходимо выкопать с корнем во избежание дальнейшего распространения;Благоустройство;Василеостровский;;ПОС;1
63214;2022-06-10;"г.Санкт-Петербург, Ириновский проспект, д.25. На газоне напротив дома расположено дерево - тополь, высотой с 9-ти этажный дом, внесенное в список аварийных деревьев ""угроз"" в 2019 году инспекторами СПб ГКУ ""Жилищное агенство Красногвардейского района СПб"". На сегодняшний день не предпринято никаких действий по сносу дерева. Существует большая проблема тополиного пуха, вызывающего сильную аллергию и дискомфорт, он попадает в окна МКД, т.к. дерево располжено слишком близко. При сильном порывистом ветре так же слышен скрип. Корни дерева частично располжены на поверхности земли. Дерево располжено между школьным двором и жилым домом. Прилагаю фото, видео. Необходимо решить проблему сноса аварийного и небезопасного дерева.";Благоустройство;Красногвардейский;Ириновский пр-т 25;ПОС;1
63219;2022-06-10;Вся дорога в ужасном состоянии уже много лет;Благоустройство;Выборгский;;ПОС;1
63220;2022-06-10;Подошла наша очередь в детский сад, живем на Парнасе, ул Заречная, садик дали на Поэтическом бульваре, у нас нет возможности возить ребенка туда, второму ребенку год,не с кем оставлять. Как нам перевестись в садик ближе, на парнасе не один детский сад, неужели совсем нет мест. Вставать в очередь повторно нет смысла, поскольку ребенок к тому времени уже наверное пойдет в школу.;Образование;Выборгский;;ПОС;1
63221;2022-06-10;Большое количество глубоких ям на проезде между Белоостровской и Кантемировской улицами вдоль корпуса НИИ Вектор, по всей длине проезда;Дороги;Выборгский;Кантемировская ул 10;ПОС;1
63222;2022-06-10;Много брошенных автомобилей, машины стоят от 1 до 10 лет;Благоустройство;Выборгский;;ПОС;1
63226;2022-06-10;Загрязнение воздуха на территории МО г. Красное Село, угроза здоровью жителей. Просим выявить и наказать виновных. Прилагается: Обращение депутата муниципального совета;Отходы;Красносельский;;ПОС;1
63228;2022-06-10;Мусорные баки расположены на проезжей части;Отходы;Адмиралтейский;реки Мойки наб 81;ПОС;1
63231;2022-06-10;Вот и результат, разбросан мусор в 6.30 утра 10 июня 2022 года. Ситуация годами не меняется. Необходимо оборудовать контейнерную площадка навесами, и сделать её закрытой.;Отходы;Кировский;;ПОС;1
63233;2022-06-10;На фасаде здания несанкционированная реклама;ЖКХ;Кировский;Ленинский пр-т 132;ПОС;1
63234;2022-06-10;На фасаде здания размещены рекламные объявления;ЖКХ;Кировский;Ленинский пр-т 134;ПОС;1
63235;2022-06-10;Автовская 30, в проезде множество кустов которые легко задеть в проезде автомобилем. Прошу подрезать;Благоустройство;Кировский;Автовская ул 30;ПОС;1
63236;2022-06-10;На злосчастном узком Т-образном пересечении во дворе между домами 34 по ул. Автовская и 23 по ул. Васи Алексеева образовалась яма, повреждение асфальтового покрытия. Прошу устранить;Дороги;Кировский;Васи Алексеева ул 23;ПОС;1
63237;2022-06-10;"Здравствуйте. В Колпино, в центре города на ул. Павловской , там, где идёт строительство ЖК "" Новое Колпино""( я не уверена в точном названии), около забора находятся заросли борщевика. Это опасное растение, от прикосновения с которым на коже образуются плохо заживающие химические ожоги. Недалеко находится детская площадка. Необходимо уничтожить этот борщевик.";Благоустройство;Колпинский;Колпино Павловская ул;ПОС;1
63238;2022-06-10;Здравствуйте, построили прекрасный пансион по адресу набережная Гребного канала, 9. Жаль что на дороге, уже довольно давно, огромная яма, не карсиво и не безопасно, вот здесь https://yandex.ru/maps/-/CCUJRYh2WB. Надеюсь что будет вскоре отремонтировано.;Дороги;Петроградский;Винновская наб;ПОС;1
63239;2022-06-10;прошу удалить надпись;ЖКХ;Петродворцовый;;ПОС;1
63240;2022-06-10;Отсутствует адресная вывеска с названием улицы и номером дома;ЖКХ;Петродворцовый;Прогонная ул 10;ПОС;1
63242;2022-06-10;На фонарном столбе расклеены объявления и прикреплена габаритная рекламная конструкция;Благоустройство;Кировский;Ленинский пр-т 130/6;ПОС;1
63243;2022-06-10;Добрый день. Очень высокий поребрик. Обычный человек конечно пройдёт, но для мамы с коляской/людей старшего возраста/людей с ограниченными физическими возможностями, да и велосипедистам очень сложно пройти/проехать такие поребрики. Прошу разобраться с данной проблемой и сделать аккуратный поребрик для людей с возможностью нормально пройти дорогу.;Дороги;Красногвардейский;Энтузиастов пр-т;ПОС;1
63244;2022-06-10;Благоустройство Вдоль улицы Димитрова, у дома 4-1, ближе к улице Белградская, находится зона зелёных насаждений, на ней стоит засохшее дерево, которое надо спилить.;Благоустройство;Фрунзенский;Димитрова ул 4-1;ПОС;1
63249;2022-06-10;У МЦФ Калининского района, находящегося по адресу - ул Веденеева д 4 НЕ косят траву, нет ограждений, которые были сломаны еще зимой. Трава достигает 1,5 метров в высоту, так же как и кусты. Фото прилагаю;Благоустройство;Калининский;;ПОС;1
63251;2022-06-10;Во дворе более года стоит автомобиль после дтп,гос номера отсутствуют, занимает парковочное место и портит общий вид.автохлам;Благоустройство;Московский;;ПОС;1
63253;2022-06-10;Борщевик на берегу Смоленки. Необходимо выкопать с корнем во избежание дальнейшего распространения;Благоустройство;Василеостровский;;ПОС;1
